Product ID,Economy Price,Economy Sale Price,Economy No Of Days,Fast Price,Fast Sale Price,Fast No Of Days,Faster Price,Faster Sale Price,Faster No Of Days,Crazy Fast Price,Crazy fast sale price,Crazy fast No Of Days,Labels,Quantity
29,$50.40,$48.74,December 4 - 9,$58.68,$56.61,December 2 - 4,$63.66,$61.34,December 2 - 3,$86.68,$83.21,November 27 - December 3,"Exact Quantity=0, PRINT SIZE=11x17, SIDES=Single Sided (4/0), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Tri Fold (3 Panel), Variable Data=0",25
29,$50.40,$48.74,December 4 - 9,$58.68,$56.61,December 2 - 4,$63.66,$61.34,December 2 - 3,$86.68,$83.21,November 27 - December 3,"Exact Quantity=0, PRINT SIZE=11x17, SIDES=Single Sided (4/0), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Z Fold (3 Panel), Variable Data=0",25
29,$50.40,$48.74,December 4 - 9,$58.68,$56.61,December 2 - 4,$63.66,$61.34,December 2 - 3,$86.68,$83.21,November 27 - December 3,"Exact Quantity=0, PRINT SIZE=11x17, SIDES=Single Sided (4/0), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Half Fold (2 Panel), Variable Data=0",25
29,$50.40,$48.74,December 4 - 9,$58.68,$56.61,December 2 - 4,$63.66,$61.34,December 2 - 3,$86.68,$83.21,November 27 - December 3,"Exact Quantity=0, PRINT SIZE=11x17, SIDES=Single Sided (4/0), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Double Parallel Fold (4 Panel), Variable Data=0",25
29,$50.40,$48.74,December 4 - 9,$58.68,$56.61,December 2 - 4,$63.66,$61.34,December 2 - 3,$86.68,$83.21,November 27 - December 3,"Exact Quantity=0, PRINT SIZE=11x17, SIDES=Single Sided (4/0), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Double Parallel Reverse Fold (4 Panel), Variable Data=0",25
29,$50.40,$48.74,December 4 - 9,$58.68,$56.61,December 2 - 4,$63.66,$61.34,December 2 - 3,$86.68,$83.21,November 27 - December 3,"Exact Quantity=0, PRINT SIZE=11x17, SIDES=Single Sided (4/0), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Gate Fold (3 Panel), Variable Data=0",25
29,$101.40,$99.74,December 4 - 9,$109.68,$107.61,December 2 - 4,$114.66,$112.34,December 2 - 3,$137.68,$134.21,November 27 - December 3,"Exact Quantity=0, PRINT SIZE=11x17, SIDES=Single Sided (4/0), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Double Gate Fold (4 Panel), Variable Data=0",25
29,$50.40,$48.74,December 4 - 9,$58.68,$56.61,December 2 - 4,$63.66,$61.34,December 2 - 3,$86.68,$83.21,November 27 - December 3,"Exact Quantity=0, PRINT SIZE=11x17, SIDES=Single Sided (4/0), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Roll Fold (4 Panel), Variable Data=0",25
29,$50.40,$48.74,December 4 - 9,$58.68,$56.61,December 2 - 4,$63.66,$61.34,December 2 - 3,$86.68,$83.21,November 27 - December 3,"Exact Quantity=0, PRINT SIZE=11x17, SIDES=Single Sided (4/0), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Accordion Fold (4 Panel), Variable Data=0",25
29,$67.40,$65.74,December 4 - 9,$75.68,$73.61,December 2 - 4,$80.66,$78.34,December 2 - 3,$103.68,$100.21,November 27 - December 3,"Exact Quantity=0, PRINT SIZE=11x17, SIDES=Single Sided (4/0), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Half Fold then Half Fold (4 Panel), Variable Data=0",25
29,$84.40,$82.74,December 4 - 9,$92.68,$90.61,December 2 - 4,$97.66,$95.34,December 2 - 3,$120.68,$117.21,November 27 - December 3,"Exact Quantity=0, PRINT SIZE=11x17, SIDES=Single Sided (4/0), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Half Fold then Tri Fold (6 Panel), Variable Data=0",25
29,$57.85,$55.82,December 4 - 9,$68.00,$65.46,December 2 - 4,$74.09,$71.25,December 2 - 3,$102.30,$98.05,November 27 - December 3,"Exact Quantity=0, PRINT SIZE=11x17, SIDES=Double Sided (4/4), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Tri Fold (3 Panel), Variable Data=0",25
29,$57.85,$55.82,December 4 - 9,$68.00,$65.46,December 2 - 4,$74.09,$71.25,December 2 - 3,$102.30,$98.05,November 27 - December 3,"Exact Quantity=0, PRINT SIZE=11x17, SIDES=Double Sided (4/4), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Z Fold (3 Panel), Variable Data=0",25
