Product ID,Economy Price,Economy Sale Price,Economy No Of Days,Fast Price,Fast Sale Price,Fast No Of Days,Faster Price,Faster Sale Price,Faster No Of Days,Crazy Fast Price,Crazy fast sale price,Crazy fast No Of Days,Labels,Quantity
28,$45.72,$44.30,February 3 - 6,$52.84,$51.06,January 30 - February 3,$57.11,$55.12,January 30 - 31,$76.91,$73.93,January 29 - 30,"Exact Quantity=0, PRINT SIZE=8.5x11, SIDES=Single Sided (4/0), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Tri Fold (3 Panel), SCORE=0",25
28,$45.72,$44.30,February 3 - 6,$52.84,$51.06,January 30 - February 3,$57.11,$55.12,January 30 - 31,$76.91,$73.93,January 29 - 30,"Exact Quantity=0, PRINT SIZE=8.5x11, SIDES=Single Sided (4/0), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Z Fold (3 Panel), SCORE=0",25
28,$45.72,$44.30,February 3 - 6,$52.84,$51.06,January 30 - February 3,$57.11,$55.12,January 30 - 31,$76.91,$73.93,January 29 - 30,"Exact Quantity=0, PRINT SIZE=8.5x11, SIDES=Single Sided (4/0), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Half Fold (2 Panel), SCORE=0",25
28,$45.72,$44.30,February 3 - 6,$52.84,$51.06,January 30 - February 3,$57.11,$55.12,January 30 - 31,$76.91,$73.93,January 29 - 30,"Exact Quantity=0, PRINT SIZE=8.5x11, SIDES=Single Sided (4/0), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Double Parallel Fold (4 Panel), SCORE=0",25
28,$45.72,$44.30,February 3 - 6,$52.84,$51.06,January 30 - February 3,$57.11,$55.12,January 30 - 31,$76.91,$73.93,January 29 - 30,"Exact Quantity=0, PRINT SIZE=8.5x11, SIDES=Single Sided (4/0), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Double Parallel Reverse Fold (4 Panel), SCORE=0",25
28,$45.72,$44.30,February 3 - 6,$52.84,$51.06,January 30 - February 3,$57.11,$55.12,January 30 - 31,$76.91,$73.93,January 29 - 30,"Exact Quantity=0, PRINT SIZE=8.5x11, SIDES=Single Sided (4/0), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Gate Fold (3 Panel), SCORE=0",25
28,$96.72,$95.30,February 3 - 6,$103.84,$102.06,January 30 - February 3,$108.11,$106.12,January 30 - 31,$127.91,$124.93,January 29 - 30,"Exact Quantity=0, PRINT SIZE=8.5x11, SIDES=Single Sided (4/0), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Double Gate Fold (4 Panel), SCORE=0",25
28,$45.72,$44.30,February 3 - 6,$52.84,$51.06,January 30 - February 3,$57.11,$55.12,January 30 - 31,$76.91,$73.93,January 29 - 30,"Exact Quantity=0, PRINT SIZE=8.5x11, SIDES=Single Sided (4/0), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Roll Fold (4 Panel), SCORE=0",25
28,$45.72,$44.30,February 3 - 6,$52.84,$51.06,January 30 - February 3,$57.11,$55.12,January 30 - 31,$76.91,$73.93,January 29 - 30,"Exact Quantity=0, PRINT SIZE=8.5x11, SIDES=Single Sided (4/0), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Accordion Fold (4 Panel), SCORE=0",25
28,$62.72,$61.30,February 3 - 6,$69.84,$68.06,January 30 - February 3,$74.11,$72.12,January 30 - 31,$93.91,$90.93,January 29 - 30,"Exact Quantity=0, PRINT SIZE=8.5x11, SIDES=Single Sided (4/0), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Half Fold then Half Fold (4 Panel), SCORE=0",25
28,$79.72,$78.30,February 3 - 6,$86.84,$85.06,January 30 - February 3,$91.11,$89.12,January 30 - 31,$110.91,$107.93,January 29 - 30,"Exact Quantity=0, PRINT SIZE=8.5x11, SIDES=Single Sided (4/0), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Half Fold then Tri Fold (6 Panel), SCORE=0",25
28,$50.18,$48.53,February 3 - 6,$58.41,$56.35,January 30 - February 3,$63.35,$61.04,January 30 - 31,$86.26,$82.81,January 29 - 30,"Exact Quantity=0, PRINT SIZE=8.5x11, SIDES=Double Sided (4/4), PAPER OR STOCK=100 lb Gloss Text, COATING=Gloss Aqueous, COLOR CRITICAL=0, Spot UV Gloss Coating=0, FOLDING=Tri Fold (3 Panel), SCORE=0",25
